Date,ALTY,BIL,BND,BOXX,BSV,BTAL,CLSE,CTA,FTLS,FXE,KMLM,NVDA,NVDX,PSQ,QAI,QLD,QQQ,ROM,SGOV,SH,SHV,SOXL,SPUU,SPXL,SPXS,SPY,SQQQ,SSO,SVIX,SVXY,TBF,TECL,TLT,TMF,TMV,TQQQ,UDN,UPRO,USDU,UST,UUP,VBF,VIXM,VIXY,VTI,VXX,XLK,XLP
2023-11-06,10.7,91.51,69.85,104.275,75.39,20.84,16.6625,26.74,54.14,98.7009,31.31,45.9305,29.2143,10.53,30.11,63.49,372.7,44.09,100.36,14.26,110.17,18.6,87.6619,81.87,14.89,436.93,18.1,55.24,29.74,90.41,25.23,51.04,88.06,4.65,43.42,39.08,18.56,43.07,27.68,41.4435,29.74,14.97,18.51,20.34,216.14,20.38,174.78,69.03
2023-11-07,10.68,91.52,70.07,104.275,75.41,20.84,16.7,26.77,54.25,98.84,31.06,46.5492,30.0153,10.52,30.11,63.59,372.94,44.57,100.38,14.25,110.18,18.67,87.95,82.0,14.85,437.25,18.06,55.32,30.29,91.28,24.81,51.86,89.56,4.89,41.19,39.15,18.54,43.17,27.71,41.7559,29.73,15.37,18.26,19.98,216.11,20.0,175.77,68.76
2023-11-08,10.61,91.57,69.55,104.31,75.21,21.0,16.78,27.05,54.17,98.44,31.5,46.925,30.5174,10.61,30.01,62.58,370.07,44.19,100.43,14.37,110.22,18.39,86.4517,80.02,15.21,433.84,18.51,54.43,29.02,89.51,25.42,51.1,87.5,4.56,44.09,38.22,18.48,42.1,27.86,40.91,29.86,15.15,18.63,20.77,214.27,20.77,174.95,68.48
2023-11-09,10.66,91.58,69.68,104.35,75.21,21.01,17.0366,26.99,54.57,98.61,31.63,48.3092,32.2565,10.38,30.08,65.32,378.39,46.41,100.43,14.15,110.25,20.6,89.15,83.71,14.51,440.61,17.28,56.14,30.32,91.32,25.26,55.0,87.99,4.62,43.28,40.77,18.5001,44.06,27.8,41.0,29.84,14.97,18.14,19.88,217.46,19.93,179.52,68.96
2023-11-10,10.66,91.59,69.66,104.33,75.26,21.02,17.09,26.905,54.61,98.77,31.72,48.5941,32.5901,10.42,30.13,64.93,377.21,45.8762,100.44,14.17,110.26,20.02,88.9861,83.41,14.57,440.19,17.44,56.02,30.61,91.87,25.35,54.04,87.79,4.59,43.68,40.4,18.53,43.92,27.79,40.92,29.8,14.88,18.19,19.73,217.33,19.71,178.47,69.18
2023-11-13,10.86,91.6,70.51,104.325,75.7,20.6,17.1727,25.76,55.22,100.47,30.79,49.6296,34.0041,10.19,30.32,67.7,385.33,47.75,100.48,13.9,110.3,22.14,92.3438,88.29,13.73,448.73,16.34,58.16,30.75,92.13,24.76,57.3,89.78,4.91,40.71,42.94,18.8298,46.45,27.45,42.14,29.33,14.9,18.18,19.53,222.15,19.56,182.04,69.89
2023-11-14,10.92,91.62,70.12,104.38,75.53,20.36,16.97,26.0,55.01,100.13,31.06,48.862,32.97,10.18,30.38,67.79,385.62,47.84,100.48,13.88,110.31,22.63,92.83,88.84,13.65,449.68,16.3,58.42,31.47,93.16,25.12,57.48,88.52,4.71,42.4,43.06,18.75,46.75,27.51,41.49,29.44,15.25,18.0,19.1,222.7,19.15,182.27,70.45
2023-11-15,10.91,91.66,70.54,104.43,75.71,20.48,17.02,26.15,54.97,100.18,30.7,49.4536,33.799,10.19,30.31,67.91,385.95,48.32,100.53,13.86,110.37,22.72,92.8894,89.05,13.62,450.23,16.275,58.52,31.78,93.82,24.83,58.33,89.62,4.87,40.92,43.13,18.7683,46.87,27.49,42.0638,29.46,15.04,17.7863,18.81,222.55,18.85,183.18,69.58
2023-11-16,10.9,91.68,70.64,104.445,75.69,20.39,17.059,26.1,54.9,100.76,30.71,49.2717,33.54,10.18,30.37,67.9,386.04,48.1,100.55,13.85,110.38,23.13,93.1829,89.53,13.57,450.79,16.28,58.66,32.4,94.64,24.71,57.92,90.04,4.94,40.43,43.16,18.87,47.05,27.46,42.13,29.3,14.99,17.68,18.53,223.11,18.56,182.8,69.49
2023-11-17,10.98,91.68,70.74,104.45,75.71,20.22,17.1007,26.12,55.11,101.09,30.87,50.3821,35.05,10.06,30.49,69.56,390.74,49.51,100.56,13.75,110.39,24.18,94.59,91.4,13.27,454.26,15.7,59.55,32.58,94.99,24.59,60.48,90.59,5.02,39.69,44.7,18.95,48.09,27.27,42.245,29.21,15.18,17.64,18.39,224.79,18.42,185.45,69.44
2023-11-20,10.9249,91.71,70.84,104.47,75.78,20.44,17.0744,26.13,54.9,100.78,30.92,49.9174,34.37,10.12,30.479,68.67,388.47,48.58,100.59,13.78,110.43,22.84,94.22,90.74,13.35,453.27,15.99,59.26,33.09,95.96,24.6,58.92,90.55,5.02,39.79,43.89,18.92,47.73,27.29,42.29,29.24,15.22,17.4,18.0,224.18,18.06,183.95,69.65
2023-11-21,10.93,91.75,70.9,104.535,75.78,20.4,17.13,26.24,55.33,100.58,30.94,48.69,32.57,10.1,30.49,69.26,390.06,49.01,100.63,13.75,110.47,23.0,94.94,91.76,13.23,455.02,15.81,59.69,32.83,95.61,24.53,59.68,90.87,5.07,39.39,44.4,18.86,48.28,27.36,42.2585,29.34,15.06,17.5162,18.17,225.14,18.2,184.77,70.15
2023-11-22,10.94,91.76,70.56,104.55,75.71,20.395,17.12,26.44,55.06,101.0706,30.94,47.7505,31.363,10.11,30.49,69.02,389.51,48.82,100.66,13.74,110.48,23.09,94.95,91.85,13.23,455.3,15.9,59.74,34.3,97.58,24.82,59.28,89.8,4.89,40.83,44.18,18.959,48.32,27.26,41.883,29.21,15.1,17.12,17.39,225.38,17.42,184.41,70.41
2023-11-24,10.98,91.77,70.99,104.58,75.86,20.36,17.16,26.39,55.14,101.29,30.86,48.2163,31.9498,10.12,30.48,68.9,389.17,48.83,100.66,13.76,110.5,22.97,94.61,91.33,13.28,454.48,15.93,59.53,34.16,97.41,24.42,59.23,91.3,5.12,38.79,44.05,18.9979,48.07,27.23,42.4249,29.15,15.22,17.3,17.49,225.09,17.54,184.4,70.21
2023-11-27,11.0,91.79,71.29,104.6,76.08,20.1,17.0699,25.87,55.32,101.56,30.6658,47.7955,31.36,10.11,30.54,69.24,390.19,49.03,100.67,13.76,110.53,22.54,94.77,91.58,13.27,454.93,15.82,59.62,34.5,98.05,24.39,59.56,91.48,5.14,38.61,44.4,19.09,48.18,27.13,42.8311,29.05,15.19,17.16,17.28,225.23,17.31,184.75,70.53
2023-11-28,11.07,91.8,71.66,104.605,76.25,19.95,16.99,25.54,55.17,101.42,30.46,48.1144,31.78,10.12,30.562,69.08,389.81,49.07,100.7,13.77,110.55,23.22,94.6,91.42,13.29,454.61,15.89,59.56,34.02,97.36,24.06,59.75,92.63,5.35,37.17,44.24,19.0519,48.04,27.17,43.2606,29.08,15.18,17.39,17.54,225.33,17.56,184.89,69.96
2023-11-29,11.05,91.84,71.43,104.61,76.17,20.07,17.04,25.69,55.32,100.62,30.44,46.7451,30.02,10.15,30.63,68.71,388.83,49.14,100.73,13.72,110.59,22.81,95.29,92.39,13.16,456.4,16.02,59.97,34.58,98.02,24.35,59.82,91.56,5.15,38.47,43.87,18.95,48.58,27.29,42.75,29.29,15.21,17.21,17.26,226.26,17.29,185.16,70.66
2023-11-30,11.15,91.44,71.81,104.68,76.27,19.59,17.02,25.5,55.39,100.36,29.72,46.7401,29.86,10.11,30.75,69.11,389.94,49.41,100.32,13.66,110.14,23.07,96.34,93.92,12.95,459.1,15.895,60.66,34.66,98.23,23.94,60.25,92.99,5.43,36.47,44.24,19.03,49.4,27.19,43.6255,29.2,15.46,17.1,17.15,228.17,17.23,185.58,70.95
2023-12-01,11.19,91.44,71.52,104.68,76.13,19.47,16.93,25.7,55.34,99.98,29.93,45.4858,28.25,10.22,30.63,67.78,386.32,48.24,100.33,13.72,110.15,22.31,95.36,92.5,13.15,456.69,16.35,60.01,34.48,98.11,24.06,58.08,92.615,53.82,36.82,42.98,18.91,48.65,27.33,43.2412,29.33,15.72,17.28,17.25,227.35,17.28,183.32,71.04
2023-12-04,11.05,91.46,71.98,104.65,76.27,19.62,17.03,25.65,55.66,99.6,29.52,46.5453,29.66,10.19,30.68,68.11,387.29,48.73,100.35,13.74,110.17,21.93,95.22,92.41,13.16,456.6,16.23,59.99,34.62,98.46,23.5,59.07,94.61,57.16,34.5,43.29,18.858,48.59,27.42,43.865,29.44,15.93,17.28,17.09,226.91,17.16,184.42,70.48
2023-12-05,11.07,91.47,72.19,104.7,76.27,19.62,16.8481,25.85,55.5,99.34,29.38,45.4828,28.27,10.26,30.611,67.32,385.05,47.87,100.35,13.8,110.19,21.47,94.51,91.2,13.32,454.76,16.52,59.49,34.51,98.29,23.17,57.54,95.87,59.5,33.16,42.52,18.82,47.98,27.46,44.21,29.51,15.905,17.28,17.2,225.95,17.24,182.86,70.3
2023-12-06,11.09,91.51,72.17,104.745,76.35,19.48,16.95,25.88,55.7,99.6499,29.11,46.5753,29.62,10.1,30.75,69.21,390.43,49.04,100.4,13.69,110.24,23.18,95.9294,93.22,13.04,458.23,15.85,60.36,34.66,98.28,23.32,59.6,95.32,58.45,33.63,44.3,18.95,49.02,27.35,44.133,29.35,15.91,17.24,17.2,227.76,17.25,185.08,70.6
2023-12-07,11.14,91.53,71.82,104.77,76.12,19.34,17.05,26.28,55.98,99.34,29.45,47.4849,30.73,10.07,30.73,69.75,392.17,49.83,100.41,13.64,110.24,23.7,96.74,94.34,12.9,460.2,15.66,60.86,35.26,99.57,23.55,61.11,94.54,56.93,34.57,44.83,18.88,49.65,27.48,43.525,29.46,15.46,16.93,16.7,228.85,16.75,186.66,70.11
2023-12-08,11.12,91.55,71.835,104.76,76.12,19.39,17.15,26.28,56.03,99.39,29.78,46.6063,29.65,9.98,30.77,70.95,395.52,50.68,100.43,13.59,110.24,26.11,97.52,95.47,12.74,461.99,15.26,61.34,36.31,100.89,23.59,62.65,94.34,56.54,34.8,45.97,18.86,50.22,27.49,43.5316,29.5,15.38,16.73,16.34,229.79,16.37,188.29,70.78
2023-12-11,11.12,91.55,72.04,104.8,76.19,19.55,17.24,26.65,56.41,99.69,29.5,47.6358,30.9,9.91,30.76,72.08,398.67,51.37,100.44,13.53,110.27,26.65,98.31,96.74,12.58,464.1,14.9,61.9,37.2,102.31,23.54,63.9,94.62,56.99,34.53,47.08,18.915,50.89,27.43,43.73,29.42,15.18,16.47,15.88,230.66,15.9,189.54,71.01
2023-12-12,11.25,91.56,72.96,104.77,76.7,18.91,17.2692,25.79,56.58,100.52,29.07,48.0666,31.3267,9.78,31.07,73.88,403.74,52.27,100.45,13.35,110.31,27.92,100.9708,100.66,12.05,470.5,14.34,63.56,37.7,103.09,22.99,65.57,96.84,61.03,32.09,48.74,19.09,52.95,27.25,44.9431,29.17,15.4,16.24,15.67,234.24,15.71,191.21,72.3
2023-12-13,11.38,91.6,73.51,104.81,76.9,18.01,17.06,25.4,56.62,101.52,28.87,48.3285,31.7,9.8,31.09,73.72,403.39,51.97,100.05,13.31,109.86,30.19,101.4473,101.55,11.96,472.01,14.41,63.98,37.94,103.09,22.41,65.0,99.04,65.58,29.71,48.66,19.26,53.42,26.97,45.68,28.9,15.47,16.11,15.61,235.63,15.62,190.74,71.24
2023-12-14,11.39,91.63,73.4,104.845,76.81,18.03,16.94,25.39,56.5,100.5926,28.72,48.8682,32.49,9.77,31.02,74.26,405.34,52.54,100.06,13.33,109.87,30.57,101.29,101.12,12.02,469.33,14.25,63.73,36.84,101.62,22.37,66.01,99.15,65.92,29.54,49.24,19.16,53.18,27.1,45.67,29.09,15.48,16.46,16.1,235.31,16.14,191.7,71.24
2023-12-15,11.36,91.22,73.25,104.85,76.79,18.21,17.12,25.42,56.89,100.86,28.84,50.0547,34.06,9.69,31.14,75.34,407.08,52.85,100.07,13.26,109.885,30.29,102.4101,102.73,11.82,471.97,13.93,64.46,36.6,101.56,22.58,66.54,98.36,64.35,30.21,50.27,18.18,54.03,27.2,45.436,27.34,15.46,16.61,16.14,236.33,16.18,191.85,71.44
2023-12-18,11.41,91.22,73.39,104.86,76.81,17.9,17.1885,25.47,57.01,101.39,28.93,49.5819,33.28,9.65,31.19,76.08,409.16,53.24,100.1,13.2,109.89,30.75,103.5168,104.53,11.63,474.84,13.74,65.22,36.07,100.79,22.46,67.26,98.89,65.31,29.81,51.02,18.27,54.97,27.03,45.565,27.22,15.42,16.97,16.39,238.06,16.42,192.58,71.58
2023-12-19,11.3957,91.24,73.63,104.87,76.97,18.1,17.13,25.34,56.69,100.99,28.96,48.0896,31.3,9.61,31.04,73.71,403.08,51.51,100.11,13.15,109.92,28.1,100.74,100.04,12.12,468.26,14.06,63.17,33.99,97.65,21.89,64.23,99.56,66.72,29.16,48.54,18.2,52.49,27.18,45.65,27.34,15.35,17.55,17.4,234.51,17.42,189.67,70.19
2023-12-20,11.48,91.3,73.62,104.897,77.02,17.84,17.17,25.43,56.79,101.66,28.76,48.9682,32.5,9.5,31.23,75.42,407.77,52.73,100.17,13.02,109.99,30.26,102.3,102.51,11.68,472.7,13.6,64.41,34.61,98.59,22.07,66.24,98.93,64.84,29.51,50.145,18.34,53.99,26.96,45.465,27.16,15.42,17.34,16.97,236.09,17.06,191.8,70.68
2023-12-21,11.465,91.31,73.36,104.965,76.88,17.83,17.15,25.22,56.65,101.7488,28.75,48.8083,32.26,9.49,31.2402,75.63,408.38,52.84,100.18,13.01,110.01,30.51,102.65,103.14,11.62,473.65,13.53,64.67,35.41,99.98,22.12,66.37,98.475,63.9,29.92,50.35,18.35,54.29,25.23,45.277,27.15,15.42,17.26,16.58,236.63,16.61,192.05,71.22
2023-12-22,11.45,91.33,73.43,104.96,76.83,17.75,17.15,23.63,56.73,102.0346,28.72,49.2571,32.8,9.44,31.26,76.51,410.88,53.2054,100.19,12.96,110.03,32.16,103.4216,104.36,11.49,475.65,13.29,65.17,36.39,101.27,22.08,67.27,98.76,64.39,29.71,51.27,18.43,54.93,25.14,45.45,27.09,15.43,17.11,16.125,237.8,16.22,192.85,71.52
2023-12-26,11.55,91.33,73.9,104.9899,77.03,16.71,17.06,23.55,56.67,102.65,28.85,49.395,32.96,9.41,31.335,76.8,411.5,53.33,100.2,12.93,110.03,32.35,103.84,105.0,11.42,476.51,13.22,65.41,37.64,103.37,21.73,67.3,100.51,67.78,28.17,51.54,18.51,55.23,25.06,46.0665,26.95,15.36,16.74,15.475,238.25,15.52,192.84,71.85
2023-12-27,11.46,91.39,73.725,105.05,76.97,16.65,17.09,23.52,56.78,102.27,28.71,49.5,33.02,9.43,30.11,76.66,411.3,53.29,100.26,12.94,110.1,32.22,103.9,105.0,11.44,476.69,13.27,65.42,37.75,103.51,21.91,67.46,99.78,66.27,28.81,51.41,18.43,55.22,25.1,45.7709,27.04,15.33,16.71,15.45,238.13,15.48,193.07,71.88
2023-12-28,11.31,91.39,73.55,105.15,77.02,16.95,17.0549,23.6,56.26,102.04,28.82,49.5,33.04,9.48,30.1,76.0,409.52,53.08,100.27,12.99,110.13,31.4,103.26,103.99,11.55,475.31,13.45,65.07,37.73,103.4,22.11,66.71,98.88,64.58,29.61,50.7,18.43,54.74,25.11,45.5339,27.09,15.21,16.75,15.51,237.22,15.52,192.48,72.03
2023-12-29,11.28,91.4,73.24,105.11,76.84,17.27,16.89,23.91,56.12,100.97,28.66,48.1466,31.24,9.63,30.08,73.44,402.59,50.17,100.29,13.07,110.12,28.04,101.9627,102.12,11.75,472.65,14.14,64.3,37.81,103.42,22.24,61.59,98.31,63.28,30.18,48.13,18.29,53.75,25.3,45.11,27.32,15.29,16.7,15.51,235.63,15.52,187.44,72.84
2024-01-02,11.29,91.43,73.3,105.15,76.86,17.9,16.9,23.8,56.26,100.77,28.76,47.5478,30.38,9.74,29.94,71.87,398.33,49.1,100.3,13.17,110.13,26.25,100.32,99.63,12.04,468.79,14.59,63.23,36.46,101.63,22.15,59.47,98.72,64.07,29.82,46.59,18.235,52.45,25.38,45.39,27.41,15.4,16.89,16.05,233.37,16.1,185.53,72.27
2024-01-03,11.29,91.46,72.965,105.23,76.76,17.79,16.89,24.01,56.11,101.06,28.69,47.9767,30.98,9.8,29.97,71.08,396.28,48.41,100.35,13.22,110.18,25.58,99.6748,98.63,12.17,467.28,14.84,62.79,36.51,101.78,22.5,58.16,97.22,61.16,31.18,45.81,18.22,51.9,25.4,44.745,27.41,15.35,16.79,16.03,232.77,16.08,184.17,72.17
2024-01-04,11.23,91.47,72.75,105.225,76.7,17.71,16.92,23.92,56.59,100.96,28.75,49.0752,32.4,9.79,29.97,71.26,396.75,48.44,100.36,13.21,110.19,25.93,99.98,98.93,12.14,467.92,14.8,62.95,37.49,103.38,22.71,58.15,96.29,59.41,32.11,45.98,18.25,52.1,25.37,44.49,27.41,15.48,16.45,15.5,233.12,15.55,184.12,72.01
2024-01-05,11.3381,91.48,73.07,105.2,76.82,17.46,17.0807,24.01,56.86,101.13,28.83,52.2298,36.5,9.58,30.07,74.18,404.95,50.81,100.39,13.02,110.21,28.43,102.7318,103.1,11.63,474.6,13.89,64.74,38.38,104.57,22.53,62.52,97.24,61.0,31.2,48.75,18.27,54.27,25.35,44.7057,27.36,15.96,16.21,15.12,236.45,15.19,188.74,72.54
2024-01-08,11.35,91.49,73.06,105.25,76.86,17.61,17.15,23.91,56.93,100.865,28.65,53.1164,37.78,9.57,29.975,74.47,405.75,50.95,100.4,13.05,110.22,28.42,102.4,102.56,11.68,473.88,13.82,64.51,39.28,105.79,22.63,62.75,96.62,59.98,31.75,49.07,18.225,54.0,25.46,44.695,27.45,15.88,16.02,14.79,236.01,14.84,189.04,72.73
2024-01-09,11.33,91.51,72.93,105.24,76.83,17.64,17.29,24.013,57.28,101.24,28.78,54.3258,39.42,9.5,30.2,75.44,408.5,51.81,100.42,12.97,110.24,28.17,103.69,104.36,11.49,476.56,13.54,65.24,39.62,106.32,22.78,64.35,96.17,58.99,32.23,50.04,18.26,54.93,25.44,44.5989,27.4,16.19,15.85,14.64,237.23,14.68,190.65,72.58
2024-01-10,11.3148,91.56,73.31,105.27,77.06,17.73,17.44,23.76,57.75,101.2804,28.76,54.7976,40.11,9.49,29.99,75.68,409.35,52.28,100.48,12.99,110.31,28.46,103.43,104.08,11.53,476.35,13.49,65.15,39.76,106.6,22.67,65.22,96.71,59.84,31.82,50.28,18.255,54.79,25.5,44.94,27.42,16.13,15.9436,14.58,237.07,14.6,191.62,72.57
2024-01-11,11.31,91.58,73.455,105.32,77.24,18.01,17.44,23.53,57.93,101.1127,28.89,54.6857,39.85,9.49,30.01,75.78,409.56,52.6,100.49,12.99,110.34,28.1,103.5623,104.25,11.52,476.68,13.47,65.2,39.19,105.88,22.69,65.83,96.52,59.52,32.01,50.34,18.24,54.87,25.45,45.26,27.45,15.98,16.0,14.81,237.11,14.84,192.24,72.8
2024-01-12,11.31,91.59,72.94,105.36,77.07,18.28,17.52,23.84,57.41,100.41,28.69,56.3569,42.43,9.5,29.91,75.75,409.52,52.94,100.5,13.04,110.34,29.19,102.74,103.06,11.64,474.93,13.49,64.71,37.84,104.13,23.11,66.3,94.82,56.33,33.73,50.31,18.08,54.26,25.72,44.51,27.69,15.75,16.39,15.3,236.01,15.36,192.72,72.4
2024-01-16,11.16,91.61,72.77,105.385,76.87,18.41,17.48,24.27,57.45,100.48,28.52,56.0281,41.83,9.55,29.82,74.86,407.21,52.33,100.51,13.11,110.36,28.43,101.724,101.32,11.85,472.29,13.72,63.99,36.51,102.11,23.13,65.3,94.67,56.12,33.96,49.44,18.1,53.3,25.74,44.22,27.71,15.6,16.57,15.88,234.59,15.94,191.77,72.35
2024-01-17,11.2,91.65,72.67,105.41,76.91,18.31,17.58,24.15,57.84,100.37,28.4,57.0816,43.4,9.43,29.84,77.0,412.99,54.47,100.55,13.0,110.39,31.19,103.3592,103.9,11.57,476.49,13.15,65.09,37.59,103.86,23.39,69.23,93.79,54.45,34.94,51.56,18.06,54.68,25.72,43.9602,27.74,15.38,16.24,15.3,236.66,15.39,195.66,72.26
2024-01-18,11.2,91.66,72.67,105.44,76.85,18.19,17.79,24.24,57.87,100.65,28.64,59.4645,46.92,9.24,29.92,79.99,421.18,57.0,100.58,12.85,110.42,34.86,105.91,107.66,11.14,482.43,12.38,66.69,38.52,105.17,23.33,73.91,94.09,54.89,34.56,54.54,18.1,56.73,25.67,43.9374,27.7,15.18,15.99,14.94,239.54,15.0,200.17,72.05
2024-01-19,11.27,91.67,72.79,105.43,76.9,18.05,17.83,24.14,58.15,100.61,28.73,59.6275,47.27,9.23,29.941,80.19,421.73,57.41,100.59,12.82,110.44,35.26,106.3796,108.35,11.05,483.45,12.34,66.97,39.93,106.99,23.17,74.81,94.65,55.86,33.96,54.76,18.1,57.05,25.73,44.212,27.71,15.46,15.71,14.42,240.58,14.5,201.05,71.7
2024-01-22,11.2659,91.68,72.62,105.44,76.9,18.09,17.75,24.01,58.3,100.2306,28.47,59.8464,47.53,9.19,29.92,80.83,423.48,57.94,100.61,12.79,110.44,35.92,106.97,109.24,10.99,484.86,12.19,67.38,41.0,108.49,23.37,75.75,93.9,54.54,34.77,55.41,18.04,57.52,25.76,44.0087,27.78,15.5,15.45,14.05,241.02,14.08,201.86,72.48
2024-01-23,11.27,91.69,72.47,105.47,76.83,18.19,17.86,23.91,57.99,100.53,28.11,61.3347,49.81,9.14,30.02,81.69,425.83,58.77,100.62,12.78,110.45,37.42,107.1722,109.55,10.94,485.39,11.99,67.47,39.85,107.17,23.51,77.29,93.35,53.6,35.39,56.32,18.1,57.68,25.71,43.7701,27.7,15.51,15.64,14.42,240.98,14.45,203.25,71.59
2024-01-24,11.29,91.74,72.805,105.52,77.0,18.1,18.11,23.86,58.36,100.17,28.31,61.5896,50.25,9.14,30.04,81.85,426.35,59.2,100.67,12.72,110.51,37.12,108.0719,111.32,10.79,488.03,11.97,68.2,39.74,106.45,23.38,78.18,93.96,54.52,34.79,56.48,18.06,58.6,25.68,44.0895,27.78,15.42,15.7452,14.59,242.32,14.61,204.1,72.28
2024-01-25,11.3428,91.75,72.7,105.5,76.93,18.1,17.92,23.99,58.34,100.3,28.48,61.0039,49.22,9.2,30.1,80.85,423.81,57.8,100.67,12.74,110.52,34.01,107.9539,110.92,10.83,487.41,12.19,68.02,39.64,106.91,23.42,75.38,93.78,54.2,35.02,55.44,18.07,58.36,25.71,43.9531,27.78,15.34,15.66,14.43,242.12,14.53,201.75,72.63
