Date,EEM,EUM,GLD,PSQ,QID,QLD,SH,SHV,SLV,TLT,XLK,XLP
2007-12-04,159.06,70.82,78.7,53.24,37.94,106.4,60.45,109.8,141.63,93.61,26.6,29.23
2007-12-05,161.72,69.12,79.39,52.55,36.95,109.2,59.39,109.79,143.76,92.79,26.93,29.39
2007-12-06,159.74,69.97,78.66,52.5,36.88,109.46,59.66,109.8,142.76,91.72,26.9,29.41
2007-12-07,160.0,69.93,79.99,52.41,36.66,110.05,59.24,109.82,145.55,91.19,27.05,29.53
2007-12-10,153.9,72.69,78.79,53.62,38.36,105.05,60.75,109.85,143.56,93.07,26.61,29.1
2007-12-11,157.4,70.96,80.55,53.2,37.77,106.62,60.39,109.92,145.6,92.19,27.05,29.27
2007-12-12,153.97,72.34,78.87,53.37,38.14,105.64,60.28,109.92,140.1,91.06,27.04,29.3
2007-12-13,150.35,74.25,78.5,54.0,38.87,103.59,61.2,109.9,137.39,90.57,26.77,29.02
2007-12-14,143.63,77.55,78.04,55.29,40.76,98.55,62.09,109.9,137.12,91.45,26.19,28.75
2007-12-17,147.03,75.59,79.25,55.18,40.49,99.15,61.77,109.93,139.04,92.05,26.32,28.77
2007-12-18,148.06,74.82,79.28,55.1,40.57,99.31,61.84,109.92,139.91,93.3,26.28,28.87
2007-12-19,148.74,74.4,78.66,53.63,38.54,97.78,60.99,110.0,140.91,93.1,26.73,28.96
2007-12-20,153.23,72.26,80.17,52.5,36.99,101.72,59.9,109.93,142.33,91.67,27.04,29.13
2007-12-21,154.15,71.31,80.35,52.09,36.33,103.39,59.44,109.87,144.59,91.23,27.23,29.3
2007-12-24,155.16,70.47,81.61,51.94,36.17,104.14,59.46,109.96,145.94,90.4,27.31,29.2
2007-12-26,151.4,72.05,81.52,52.64,37.06,101.64,60.35,109.6,145.26,91.06,26.96,28.97
2007-12-27,151.68,71.72,82.96,52.69,37.17,101.2,60.3,109.62,146.55,92.4,26.94,29.04
2007-12-28,150.24,72.5,82.35,53.21,37.92,99.2,60.77,109.65,146.85,93.04,26.6,28.73
2007-12-31,147.82,73.46,84.86,54.12,39.25,95.83,61.6,109.7,151.75,94.41,26.1,28.34
2008-01-02,149.15,73.39,85.57,54.13,39.22,95.98,61.67,109.66,152.85,94.27,26.08,28.22
2008-01-03,144.61,75.46,85.13,56.41,42.58,87.76,63.16,109.7,151.64,94.27,25.06,28.05
2008-01-04,145.73,74.81,84.77,56.65,42.82,87.25,62.98,109.73,150.35,94.68,24.97,28.54
2008-01-07,144.55,75.65,86.78,57.98,44.87,83.01,64.16,109.75,156.05,94.58,24.21,28.4
2008-01-08,149.34,73.24,86.52,56.89,43.19,86.36,63.23,109.76,155.04,94.7,24.63,28.63
2008-01-09,151.1,72.04,88.25,56.71,43.01,86.59,62.79,109.82,160.61,93.44,24.75,28.84
2008-01-10,146.89,74.61,88.58,57.88,44.77,83.07,63.53,109.84,161.19,94.22,24.22,28.24
2008-01-11,149.01,72.94,89.54,56.91,43.16,86.13,63.0,109.88,162.75,94.53,24.8,28.18
2008-01-14,141.85,76.44,87.99,58.46,45.52,81.28,64.53,109.86,158.71,95.61,24.21,27.77
2008-01-15,136.2,79.45,86.74,59.13,46.68,79.33,64.92,109.89,156.54,94.91,23.77,27.84
2008-01-16,132.21,82.03,86.51,60.07,48.02,77.03,66.9,109.92,157.17,96.17,23.42,27.44
2008-01-17,135.4,80.13,87.42,60.13,48.03,77.09,67.23,109.99,160.8,95.49,23.24,27.19
2008-01-18,131.71,81.92,88.1,61.62,50.46,73.08,68.09,110.17,159.39,96.47,22.62,26.94
2008-01-22,132.92,81.19,87.77,61.91,50.9,72.49,66.61,110.17,158.95,96.28,22.6,27.14
2008-01-23,135.68,79.94,90.08,60.78,48.92,75.15,65.95,110.21,162.6,94.36,23.13,26.99
2008-01-24,133.45,81.31,90.3,61.87,50.93,72.12,66.77,110.25,162.98,95.98,22.8,26.69
2008-01-25,136.01,80.0,91.75,61.5,50.11,73.39,66.02,110.21,166.02,95.58,22.99,26.94
2008-01-28,135.99,79.73,91.15,61.33,49.96,73.61,65.46,110.28,165.41,94.89,23.16,27.0
2008-01-29,134.05,80.81,92.14,61.43,50.05,73.58,65.99,110.33,166.75,94.32,23.09,26.79
2008-01-30,136.83,79.47,91.47,60.42,48.46,75.91,64.87,110.37,168.25,94.99,23.34,27.18
2008-01-31,140.04,77.37,89.35,59.88,47.43,77.48,64.0,110.1,165.93,95.18,23.58,27.47
2008-02-01,140.35,77.3,89.15,60.65,48.75,75.44,64.59,110.06,165.15,94.25,23.25,27.33
2008-02-04,132.2,81.45,87.68,62.47,51.59,71.0,66.7,110.07,161.7,94.99,22.55,26.83
2008-02-05,129.91,82.79,88.95,63.66,53.57,68.25,67.2,110.14,163.64,94.65,22.25,26.79
2008-02-06,132.55,81.9,89.84,63.46,52.91,69.09,66.81,110.11,166.47,92.65,22.23,27.08
2008-02-07,132.55,81.57,90.98,62.68,51.73,70.65,66.92,110.11,170.08,93.7,22.4,26.88
2008-02-08,133.99,80.63,91.3,61.88,50.67,72.1,66.52,110.12,173.77,94.05,22.65,27.14
2008-02-11,136.3,79.7,89.28,62.43,51.24,71.24,66.13,110.09,170.26,93.53,22.74,27.42
2008-02-12,139.19,77.43,89.36,60.86,48.96,74.43,65.22,110.16,171.13,92.53,23.29,27.52
2008-02-13,137.26,78.52,89.62,61.93,50.72,71.7,66.05,110.18,170.87,91.2,22.81,27.22
2008-02-14,138.35,78.03,89.07,62.21,51.1,71.18,66.07,110.19,169.45,91.93,22.72,27.36
2008-02-15,140.15,77.16,91.5,62.77,51.96,69.97,66.11,110.17,173.78,90.98,22.33,27.37
2008-02-19,141.33,76.35,93.23,62.1,50.82,71.61,65.66,110.2,176.88,91.58,22.52,27.41
2008-02-20,139.4,77.34,93.29,62.7,51.88,70.08,66.38,110.24,176.96,92.55,22.35,27.32
2008-02-21,141.45,76.41,93.39,62.49,51.49,70.6,66.18,110.22,178.92,91.99,22.48,27.52
2008-02-22,144.04,74.83,92.74,62.04,50.87,71.6,64.96,110.22,179.62,91.07,22.63,27.66
2008-02-25,145.75,73.75,93.63,61.84,50.47,71.89,64.54,110.24,185.96,91.11,22.82,27.88
2008-02-26,147.19,73.29,94.78,61.66,50.15,72.57,64.64,110.25,191.11,91.31,22.88,27.82
2008-02-27,145.54,74.12,95.92,61.68,50.44,72.03,65.18,110.26,196.64,92.76,22.84,27.65
2008-02-28,139.53,77.14,96.18,63.43,53.1,68.27,67.05,110.29,196.4,94.23,22.22,27.18
2008-02-29,140.1,76.96,97.23,63.86,53.8,67.35,66.91,110.08,201.67,93.66,22.14,27.33
2008-03-03,137.0,78.41,95.18,63.54,53.2,68.1,67.12,110.1,195.94,92.75,22.18,27.36
2008-03-04,139.85,77.32,97.7,63.45,52.75,68.72,66.78,110.17,206.18,91.62,22.38,27.48
2008-03-05,135.06,79.48,96.27,64.71,55.12,65.64,68.28,110.23,200.5,92.11,21.96,27.17
2008-03-06,133.3,80.47,96.09,64.85,55.36,65.36,68.87,110.23,200.21,92.22,21.99,27.06
2008-03-07,130.31,82.11,95.87,66.18,57.67,62.7,69.88,110.22,194.44,93.59,21.74,26.96
2008-03-10,139.89,76.5,95.98,63.5,53.04,67.6,67.38,110.18,195.1,92.79,22.47,27.44
2008-03-11,136.82,77.89,96.95,63.79,53.43,67.11,67.91,110.27,199.7,94.51,22.29,27.41
2008-03-12,135.96,78.46,98.29,63.31,52.51,68.22,67.68,110.28,203.89,93.83,22.32,27.43
2008-03-13,130.8,81.26,98.7,64.36,54.52,65.78,68.98,110.32,204.79,95.03,21.92,26.96
2008-03-14,127.85,83.31,99.22,65.35,56.37,63.5,69.58,110.42,200.58,95.59,21.9,26.86
2008-03-17,134.71,79.23,96.45,62.7,51.61,68.77,66.8,110.47,194.18,95.36,22.71,27.46
2008-03-18,126.5,83.76,93.15,64.2,54.06,65.53,68.26,110.5,182.59,96.94,22.12,27.36
2008-03-19,128.6,82.29,89.82,62.91,51.86,68.16,66.64,110.51,166.88,97.24,22.48,27.59
2008-03-20,134.01,79.13,90.16,60.79,48.31,72.78,65.69,110.33,167.86,95.32,23.13,27.93
2008-03-24,135.58,78.07,92.74,60.13,47.48,73.7,65.28,110.32,177.55,95.7,23.21,28.0
2008-03-25,134.48,78.35,93.79,60.41,47.89,73.07,65.88,110.37,182.17,95.34,22.92,27.91
2008-03-26,133.71,78.48,93.42,61.66,49.86,70.1,66.47,110.39,182.86,94.7,22.47,27.88
2008-03-27,133.59,78.95,91.76,62.1,50.35,69.2,67.14,110.4,177.39,95.54,22.39,27.84
2008-03-28,134.38,78.49,90.38,61.55,49.71,70.24,66.82,110.4,170.8,95.92,22.56,27.91
2008-03-31,139.65,75.71,86.83,59.13,45.72,75.92,64.4,110.18,165.7,93.93,23.31,28.3
2008-04-01,139.39,75.5,89.32,59.36,45.89,75.64,64.48,110.16,172.32,94.18,23.25,28.2
2008-04-02,141.34,74.76,89.35,59.05,45.66,76.05,64.41,110.18,172.23,94.34,23.27,28.14
2008-04-03,140.77,74.68,90.23,58.71,45.13,76.87,64.36,110.17,175.8,95.23,23.28,28.24
2008-04-04,142.64,73.98,91.15,58.89,45.32,76.56,64.24,110.12,179.55,94.7,23.24,28.17
2008-04-07,141.86,74.24,90.35,59.33,46.07,75.26,64.59,110.2,175.07,94.4,23.08,28.12
2008-04-08,139.51,75.39,92.27,60.11,47.04,73.69,65.17,110.22,179.95,95.29,22.93,27.89
2008-04-09,141.73,74.34,91.77,59.06,45.74,75.85,64.88,110.28,178.12,95.03,23.23,27.97
2008-04-10,139.1,75.62,91.32,60.79,48.27,71.6,66.14,110.28,175.98,95.67,22.6,27.79
2008-04-11,139.09,76.05,91.11,61.17,48.79,70.8,66.4,110.28,175.3,95.11,22.51,27.78
2008-04-14,140.5,74.99,91.6,61.1,48.56,71.08,66.19,110.25,176.82,93.98,22.52,27.94
2008-04-15,144.84,72.56,93.26,59.29,45.95,75.01,64.63,110.27,181.7,93.01,23.13,28.07
2008-04-16,143.75,73.06,92.58,59.37,46.07,74.67,64.59,110.27,180.39,92.85,23.17,27.97
2008-04-17,145.92,71.98,90.56,57.61,43.18,79.4,63.41,110.23,176.7,92.77,23.84,28.04
2008-04-18,146.63,71.91,90.35,57.17,42.61,80.52,63.47,110.24,172.74,93.14,23.99,28.12
2008-04-21,145.3,72.53,90.25,58.07,43.86,78.08,64.02,110.25,174.77,93.47,23.77,27.87
2008-04-22,147.39,71.57,89.17,57.42,42.9,79.89,63.87,110.27,169.83,93.15,24.09,28.1
2008-04-23,145.9,71.85,87.22,56.78,42.05,81.41,63.4,110.27,165.43,92.37,24.35,28.09
2008-04-24,146.57,71.76,87.24,57.05,42.22,81.03,63.16,110.21,166.6,91.82,24.15,27.96
2008-04-25,146.29,71.92,87.88,56.88,42.16,81.23,63.13,110.24,168.39,92.1,24.06,28.03
2008-04-28,143.7,73.14,85.82,56.5,41.55,82.29,63.43,110.22,164.0,92.46,24.21,28.16
2008-04-29,146.66,71.63,86.79,56.99,42.25,80.83,63.69,110.29,167.01,93.12,24.04,27.97
2008-04-30,148.1,70.85,83.97,55.18,39.66,86.03,62.58,110.13,160.02,92.78,24.83,28.17
2008-05-01,149.68,70.45,84.63,55.12,39.54,86.05,62.44,110.1,162.5,91.61,24.79,28.11
2008-05-02,149.57,70.39,86.24,55.37,39.74,85.81,62.65,110.1,165.84,91.58,24.68,28.13
2008-05-05,151.38,69.6,86.57,54.9,39.22,86.94,62.17,110.08,167.7,90.95,24.89,28.17
2008-05-06,146.41,71.66,85.82,56.07,40.61,83.74,63.32,110.13,164.85,91.34,24.5,27.92
2008-05-07,148.21,71.26,87.16,55.76,40.03,84.92,63.12,110.14,167.19,92.16,24.63,28.0
2008-05-08,146.9,71.72,87.42,55.77,40.39,84.19,63.52,110.14,166.55,92.5,24.5,27.8
2008-05-09,148.89,70.69,86.99,54.74,38.9,87.33,62.8,110.11,169.97,92.36,24.81,28.08
2008-05-12,149.5,70.2,85.41,54.57,38.7,87.79,62.83,110.09,165.61,91.35,24.85,28.05
2008-05-13,149.96,70.08,85.2,54.64,38.92,87.31,62.63,110.07,163.88,91.42,24.96,28.24
2008-05-14,153.24,68.41,87.0,53.77,37.55,90.37,61.96,110.08,165.69,92.22,25.43,28.42
2008-05-15,155.09,67.77,89.17,53.75,37.5,90.56,61.91,110.13,168.21,91.85,25.45,28.49
2008-05-16,155.1,67.59,89.39,54.17,38.07,89.2,61.76,110.14,168.14,91.96,25.37,28.41
2008-05-19,152.38,68.83,90.9,54.56,38.62,87.82,62.37,110.14,175.21,92.43,24.96,28.2
2008-05-20,150.89,69.55,91.96,55.81,40.29,84.04,63.32,110.13,178.32,92.45,24.51,27.95
2008-05-21,151.33,69.43,90.98,55.67,40.04,84.53,63.23,110.13,177.75,91.37,24.6,28.22
2008-05-22,148.61,70.56,91.23,55.89,40.3,84.09,64.02,110.12,180.48,91.86,24.46,28.11
2008-05-23,148.45,70.66,89.36,54.75,38.85,87.02,63.63,110.14,172.57,91.1,24.86,28.24
2008-05-27,150.45,70.41,89.14,54.65,38.61,87.56,63.38,110.14,172.65,90.34,25.0,28.13
2008-05-28,150.75,69.51,86.51,54.08,37.88,89.17,63.02,110.13,164.77,89.61,25.16,28.42
2008-05-29,151.17,68.88,87.38,53.74,37.45,90.21,63.02,110.13,167.2,90.3,25.28,28.44
2008-05-30,149.5,70.45,87.93,54.4,38.34,88.11,63.61,109.96,166.61,90.3,24.98,28.24
2008-06-02,146.8,71.05,86.88,54.65,38.73,87.27,63.99,109.98,165.9,90.96,24.84,28.18
2008-06-03,145.52,72.11,86.63,54.1,37.78,89.33,63.98,109.98,166.36,90.14,24.97,28.33
2008-06-04,150.15,70.15,86.43,53.14,36.6,92.13,62.75,109.98,170.09,89.54,25.43,28.62
2008-06-05,144.71,72.2,89.06,54.7,38.75,86.74,64.73,109.99,174.05,90.76,24.74,27.94
2008-06-06,144.34,72.65,87.93,55.13,39.19,85.76,64.62,109.94,169.65,90.76,24.67,28.02
2008-06-09,141.01,74.06,85.55,55.35,39.54,85.02,64.83,109.91,164.14,90.07,24.57,28.16
2008-06-10,138.9,75.4,87.02,56.69,41.44,80.8,65.92,109.93,167.34,89.96,23.94,27.92
2008-06-11,139.71,74.91,85.55,56.66,41.4,80.91,65.71,109.93,163.33,89.08,24.09,28.06
2008-06-12,141.26,74.11,85.83,55.5,39.74,84.22,64.74,109.93,163.02,88.86,24.54,28.13
2008-06-13,141.7,73.69,87.0,54.99,39.02,85.7,64.73,109.93,169.61,88.89,24.54,27.8
2008-06-16,142.33,73.18,87.25,55.23,39.45,84.78,65.21,109.97,169.03,89.07,24.37,27.67
2008-06-17,141.61,73.86,88.28,55.82,40.32,82.93,65.74,110.0,171.86,89.82,24.09,27.42
2008-06-18,141.85,73.82,88.42,55.0,39.01,85.58,65.61,110.01,171.5,89.27,24.33,27.5
2008-06-19,137.2,75.95,88.95,56.51,41.16,80.88,66.83,110.0,172.1,89.82,23.68,27.03
2008-06-20,137.76,75.91,87.09,56.89,41.76,79.61,66.74,110.01,166.3,90.0,23.53,26.97
2008-06-23,136.99,76.2,87.47,57.15,42.1,78.78,66.71,110.05,164.93,90.57,23.49,27.09
2008-06-24,138.15,74.75,87.42,56.2,40.78,81.26,66.35,110.07,166.12,90.6,23.81,27.37
2008-06-25,133.3,76.87,90.61,58.35,44.03,74.76,68.19,110.1,170.08,91.24,23.03,26.79
2008-06-26,134.3,76.55,91.44,58.45,44.08,74.64,68.57,110.11,173.38,92.32,22.91,26.5
2008-06-27,135.58,76.01,91.4,59.0,45.02,73.1,68.54,110.11,172.53,92.33,22.81,26.53
2008-06-30,133.3,77.28,92.7,58.63,43.75,75.24,68.32,109.96,179.0,91.79,22.83,26.7
2008-07-01,129.18,79.49,93.18,59.61,45.93,71.43,69.42,109.97,181.43,92.3,22.44,26.61
2008-07-02,129.13,79.72,92.06,59.75,45.99,71.4,69.45,109.99,179.91,92.08,22.44,26.78
2008-07-03,128.56,79.16,91.23,59.33,45.47,72.18,70.03,109.99,175.65,92.49,22.55,26.82
2008-07-07,130.29,78.91,90.86,57.89,43.26,75.66,69.02,109.99,176.42,93.0,22.84,27.22
2008-07-08,127.62,80.49,91.5,59.5,45.66,71.56,70.35,110.02,179.4,93.49,22.11,27.08
2008-07-09,129.85,79.48,93.54,58.87,44.6,73.2,69.95,110.04,181.2,93.5,22.43,27.12
2008-07-10,129.22,79.6,95.16,59.79,45.99,70.97,70.65,110.03,186.37,92.19,22.23,27.03
2008-07-11,128.71,79.88,95.91,60.21,46.69,69.81,71.32,110.07,189.4,92.97,22.02,27.02
2008-07-14,126.75,81.27,96.22,60.17,46.66,69.86,72.12,110.07,187.03,92.95,22.04,27.03
2008-07-15,130.75,78.6,94.44,58.67,44.35,73.32,70.29,110.11,185.48,91.25,22.47,27.24
2008-07-16,131.02,78.62,94.22,58.41,43.86,74.13,69.52,110.12,183.25,90.83,22.67,27.19
2008-07-17,129.8,79.15,94.17,59.32,45.26,71.71,69.47,110.12,179.73,90.45,22.43,26.97
2008-07-18,131.14,78.37,95.12,59.57,45.45,71.5,69.51,110.13,182.66,90.8,22.25,26.81
2008-07-21,131.58,78.55,93.06,59.51,45.43,71.55,68.55,110.12,177.39,90.35,22.22,27.3
2008-07-22,131.8,78.05,90.57,58.65,44.3,73.26,68.35,110.13,171.88,90.13,22.6,27.43
2008-07-23,42.26,80.63,91.33,59.52,45.58,71.13,69.8,110.14,17.29,91.06,22.13,27.13
2008-07-24,42.59,80.05,91.66,58.63,44.25,73.25,69.59,110.15,17.25,90.19,22.39,27.1
2008-07-25,41.81,81.8,91.73,60.0,46.08,70.21,70.95,110.16,17.37,91.04,21.94,26.88
2008-07-28,42.89,79.71,90.59,58.65,44.14,73.16,69.31,110.14,17.18,90.68,22.3,27.47
2008-07-29,43.7,78.24,89.52,58.41,43.73,73.8,68.14,110.15,17.36,90.76,22.44,27.77
2008-07-30,42.65,79.79,90.05,58.54,43.92,73.49,69.04,110.19,17.52,91.69,22.31,27.39
2008-07-31,42.46,80.59,89.57,59.09,44.95,71.78,69.45,109.97,17.28,91.54,22.17,27.35
2008-08-01,41.16,82.93,88.14,59.81,46.02,70.05,69.93,109.98,16.74,91.33,22.05,27.66
2008-08-04,41.69,81.89,86.08,57.86,42.85,74.93,68.1,109.98,16.24,90.66,22.64,28.25
2008-08-05,42.33,80.77,86.64,56.95,41.55,77.12,67.75,109.99,16.36,90.27,22.9,28.41
2008-08-06,41.06,83.13,86.09,57.37,42.23,75.92,69.0,110.02,16.07,91.75,22.84,27.87
2008-08-07,41.2,82.83,84.43,56.03,40.31,79.32,67.43,110.01,15.16,91.99,23.35,28.45
2008-08-08,40.7,83.59,81.18,55.59,39.64,80.71,66.93,109.99,14.45,91.12,23.57,28.61
2008-08-11,40.06,84.92,80.52,55.78,39.56,80.86,67.71,110.01,14.44,91.97,23.54,28.75
2008-08-12,40.38,84.56,81.56,55.63,39.51,80.93,67.8,110.02,14.73,91.59,23.46,28.59
2008-08-13,40.9,83.21,79.36,54.94,38.69,82.6,67.45,110.02,14.04,92.22,23.61,28.65
2008-08-14,40.32,84.23,77.63,55.17,38.9,82.16,67.23,110.03,12.67,92.98,23.7,28.96
2008-08-15,39.59,85.92,78.8,55.83,39.82,80.2,68.22,110.0,12.94,93.4,23.39,28.7
2008-08-18,39.15,86.94,80.46,56.49,40.82,78.1,68.86,110.05,13.12,93.05,23.06,28.46
2008-08-19,40.27,84.48,80.06,56.4,40.68,78.45,68.48,110.11,13.13,93.27,23.12,28.39
2008-08-20,40.28,84.54,82.3,56.55,41.06,77.77,68.33,110.09,13.73,93.13,23.07,28.31
2008-08-21,40.22,84.71,81.08,55.92,39.98,79.86,67.55,110.09,13.22,93.08,23.42,28.62
2008-08-22,39.34,86.39,80.93,57.21,41.54,76.65,68.79,110.11,13.33,94.02,22.99,28.19
2008-08-25,39.41,86.51,81.23,57.15,41.74,76.25,68.64,110.11,13.48,94.09,22.92,28.13
2008-08-26,40.23,84.87,81.36,56.82,41.21,77.27,68.07,110.17,13.36,94.24,23.12,28.24
2008-08-27,40.53,83.88,82.18,56.42,40.6,78.42,67.11,110.13,13.55,94.24,23.37,28.43
2008-08-28,40.05,84.9,81.71,57.54,42.23,75.15,67.97,110.13,13.46,93.84,22.85,28.09
2008-08-29,38.84,87.27,79.2,58.23,43.35,73.26,68.28,109.98,12.93,94.35,22.64,28.41
2008-09-02,38.14,89.2,78.89,58.77,44.15,71.88,68.36,110.0,12.76,94.77,22.32,28.38
2008-09-03,36.49,92.89,78.39,60.69,46.99,67.26,70.49,110.02,12.64,95.53,21.58,28.05
2008-09-04,37.03,91.75,78.98,60.86,47.38,66.71,70.14,110.0,12.12,95.48,21.53,28.32
2008-09-05,37.45,90.51,78.86,61.16,47.65,66.35,68.69,109.96,11.96,95.86,21.73,28.94
2008-09-08,35.27,95.76,76.47,62.48,49.88,63.3,71.0,110.02,11.18,96.85,21.33,28.73
2008-09-09,35.92,94.17,74.18,62.07,49.07,64.28,70.73,110.04,10.61,96.23,21.32,28.84
2008-09-10,35.34,95.58,73.13,60.69,46.96,67.07,69.59,110.05,10.36,96.21,21.56,29.2
2008-09-11,36.44,92.73,75.55,60.91,47.26,66.63,69.42,110.07,10.79,94.94,21.61,29.15
2008-09-12,33.62,99.25,77.56,62.95,50.33,62.32,72.45,110.23,10.97,98.04,20.82,28.75
2008-09-15,33.96,98.79,76.79,62.55,49.59,63.08,71.51,110.28,10.29,98.0,20.79,28.71
2008-09-16,31.44,105.92,85.5,65.64,54.67,56.67,74.89,110.51,11.99,98.48,19.81,27.77
2008-09-17,34.28,96.55,82.85,63.31,50.98,60.45,72.13,110.49,11.77,97.1,20.51,28.34
2008-09-18,38.62,85.49,85.92,61.4,47.75,64.14,68.97,110.22,12.46,93.92,21.13,28.1
2008-09-19,35.89,90.2,89.18,64.29,52.03,58.56,71.27,110.2,13.48,93.95,20.35,27.47
2008-09-22,34.82,92.2,88.32,64.73,52.87,57.54,72.59,110.3,13.15,93.59,20.16,27.18
2008-09-23,35.3,91.15,86.71,64.22,51.82,58.59,72.41,110.31,13.07,94.0,20.31,27.34
2008-09-24,37.05,86.77,86.45,63.23,50.43,60.03,70.88,110.39,13.04,93.76,20.75,27.82
2008-09-25,35.76,89.35,86.64,63.63,51.11,59.2,70.64,110.31,13.18,94.5,20.81,27.95
2008-09-26,31.33,99.39,89.57,68.38,60.36,48.47,75.85,110.47,12.95,97.25,19.17,27.04
2008-09-29,34.53,92.5,85.07,66.03,54.12,52.33,72.87,110.37,11.8,94.75,19.81,27.46
2008-09-30,33.9,92.4,85.98,67.0,55.93,50.84,73.31,110.28,12.37,95.78,19.51,27.8
2008-10-01,31.55,98.58,82.33,70.08,61.3,45.95,76.16,110.51,10.76,96.56,18.74,27.45
2008-10-02,30.65,101.08,82.51,71.29,63.05,44.57,77.18,110.32,10.99,97.25,18.57,27.23
2008-10-03,28.26,108.97,84.35,73.77,67.61,41.43,79.72,110.28,10.78,99.09,17.88,26.37
2008-10-06,26.2,116.92,87.27,78.25,75.62,36.64,84.0,110.3,11.37,99.0,16.81,25.51
2008-10-07,26.18,115.66,89.34,78.13,76.01,36.15,85.91,110.44,11.64,97.45,16.62,25.01
2008-10-08,24.22,123.64,89.9,81.0,81.23,33.79,91.2,110.29,11.9,96.72,16.06,23.88
2008-10-09,24.55,123.76,83.22,81.65,82.2,33.28,92.8,110.5,9.87,96.02,15.87,23.21
2008-10-10,30.22,96.99,82.02,71.93,62.5,40.95,82.5,110.16,10.6,94.47,17.69,24.95
2008-10-13,28.48,100.84,82.2,74.7,67.25,37.58,82.94,110.45,10.87,94.01,17.21,24.43
2008-10-14,24.04,116.31,83.22,81.39,79.15,30.94,90.7,110.54,10.25,95.0,15.87,22.84
2008-10-15,25.1,111.78,79.34,76.79,70.57,34.12,86.61,110.3,9.63,94.32,16.56,23.89
2008-10-16,24.4,114.25,77.21,76.94,70.56,34.21,87.38,110.4,9.25,93.87,16.55,23.9
2008-10-17,26.17,106.63,78.5,74.51,66.42,36.24,83.25,110.25,9.77,94.57,17.15,24.58
2008-10-20,24.03,114.52,76.02,78.48,73.31,32.63,85.68,110.21,9.98,95.12,16.24,24.28
2008-10-21,21.49,126.15,71.79,80.91,77.5,30.73,90.56,110.22,9.41,97.05,15.54,23.15
2008-10-22,21.94,125.03,70.65,81.14,77.77,30.5,89.38,110.23,9.37,97.68,15.55,23.61
2008-10-23,19.82,135.85,72.21,82.94,83.13,28.53,93.0,110.28,9.13,96.59,15.06,22.69
2008-10-24,19.23,139.74,72.17,85.84,87.48,26.83,95.7,110.33,8.88,96.83,14.8,22.18
2008-10-27,23.15,112.59,73.79,76.41,68.39,32.8,85.58,110.4,9.0,95.35,16.54,24.2
2008-10-28,22.84,115.79,73.91,76.65,68.57,32.69,87.05,110.34,9.65,94.8,16.17,23.56
2008-10-29,25.68,101.28,72.71,74.22,64.35,34.68,84.25,110.39,9.66,94.05,16.58,24.31
2008-10-30,25.49,101.26,71.34,74.1,64.0,34.79,82.74,110.37,9.63,92.83,16.64,24.61
